============================================================
Biblioteca : basepropr_dlib
Inicio     : 2026-06-28 17:13:22
============================================================
[2026-06-28 17:13:22] INFO: Dataset=BasePropr | Pares=4092
[2026-06-28 17:13:33] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 23:14:04] PAIR: img1=20260602_192040.jpg, img2=Francisca_boa_45_dir.jpg, score=0.7145, label=0, decision=NO_MATCH
[2026-06-28 23:14:09] PAIR: img1=20260602_211917.jpg, img2=angela_extra_04.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:14:15] PAIR: img1=20260602_212618.jpg, img2=20260602_212016.jpg, score=0.7025, label=0, decision=NO_MATCH
[2026-06-28 23:14:20] PAIR: img1=20260602_212618.jpg, img2=francisca_extra_08.jpg, score=0.6886, label=0, decision=NO_MATCH
[2026-06-28 23:14:29] PAIR: img1=Francisca_boa_45_dir.jpg, img2=bia_moderada_45_30cm.jpeg, score=0.8119, label=0, decision=NO_MATCH
[2026-06-28 23:14:40] PAIR: img1=junior_extra_06.jpeg, img2=bia_moderada_45_30cm.jpeg, score=0.7757, label=0, decision=NO_MATCH
[2026-06-28 23:14:43] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.14.jpeg, img2=20260602_212521.jpg, score=0.8534, label=0, decision=NO_MATCH
[2026-06-28 23:14:47] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.14.jpeg, img2=willa_boa_45_30cm.jpg, score=0.8158, label=0, decision=NO_MATCH
[2026-06-28 23:14:50] PAIR: img1=abraao_extra_01.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.17.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:14:55] PAIR: img1=willa_extra_02.jpg, img2=francisca_extra_13.jpg, score=0.7217, label=0, decision=NO_MATCH
[2026-06-28 23:14:58] PAIR: img1=francisca_extra_01.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (6).jpeg, score=0.7762, label=0, decision=NO_MATCH
[2026-06-28 23:15:04] PAIR: img1=abraao_boa_45_.jpg, img2=angela_extra_04.jpg, score=0.7424, label=0, decision=NO_MATCH
[2026-06-28 23:15:09] PAIR: img1=abraao_extra_08.jpg, img2=20260602_212654.jpg, score=0.6256, label=0, decision=NO_MATCH
[2026-06-28 23:15:15] PAIR: img1=willa_baixa_45_30cm.jpg, img2=20260602_212709.jpg, score=0.7284, label=0, decision=NO_MATCH
[2026-06-28 23:15:23] PAIR: img1=alessandra_baixa_45_30cm.jpeg, img2=angela_extra_12.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:15:32] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=angela_extra_04.jpg, score=0.6920, label=0, decision=NO_MATCH
[2026-06-28 23:15:37] PAIR: img1=francisca_extra_09.jpg, img2=20260602_192040.jpg, score=0.6641, label=0, decision=NO_MATCH
[2026-06-28 23:15:46] PAIR: img1=20260602_212709.jpg, img2=bia_extra_06.jpeg, score=0.7566, label=0, decision=NO_MATCH
[2026-06-28 23:15:51] PAIR: img1=francisca_extra_06.jpg, img2=20260602_212732.jpg, score=0.7296, label=0, decision=NO_MATCH
[2026-06-28 23:16:03] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=junior_boa_45_1m.jpeg, score=0.8411, label=0, decision=NO_MATCH
[2026-06-28 23:16:11] PAIR: img1=alessandra_extra_05.jpeg, img2=francisca_baixa_45_esq.jpg, score=0.7086, label=0, decision=NO_MATCH
[2026-06-28 23:16:17] PAIR: img1=20260602_211823.jpg, img2=20260602_212633.jpg, score=0.6892, label=0, decision=NO_MATCH
[2026-06-28 23:16:20] PAIR: img1=Francisca_boa_45_dir.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.14 (1).jpeg, score=0.7880, label=0, decision=NO_MATCH
[2026-06-28 23:16:26] PAIR: img1=bia_extra_07.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.14.jpeg, score=0.6531, label=0, decision=NO_MATCH
[2026-06-28 23:16:37] PAIR: img1=alessandra_extra_07.jpeg, img2=bia_baixa_frontal_30cm.jpeg, score=0.7041, label=0, decision=NO_MATCH
[2026-06-28 23:16:46] PAIR: img1=20260602_212016.jpg, img2=bia_extra_05.jpeg, score=0.7253, label=0, decision=NO_MATCH
[2026-06-28 23:16:54] PAIR: img1=francisca_boa_frontal.jpg, img2=junior_baixa_45_30cm.jpeg, score=0.8778, label=0, decision=NO_MATCH
[2026-06-28 23:17:00] PAIR: img1=20260602_211814.jpg, img2=willa_boa_45_30cm.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:17:05] PAIR: img1=20260602_212633.jpg, img2=francisca_extra_06.jpg, score=0.7996, label=0, decision=NO_MATCH
[2026-06-28 23:17:17] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=bia_boa_frontal_30cm..jpeg, score=0.7243, label=0, decision=NO_MATCH
[2026-06-28 23:17:23] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.13 (1).jpeg, img2=junior_boa_45_30cm.jpeg, score=0.8461, label=0, decision=NO_MATCH
[2026-06-28 23:17:29] PAIR: img1=francisca_extra_07.jpg, img2=abraao_extra_01.jpg, score=0.6410, label=0, decision=NO_MATCH
[2026-06-28 23:17:37] PAIR: img1=alessandra_moderada_frontal_1m.jpeg, img2=willa_extra_08.jpg, score=0.7008, label=0, decision=NO_MATCH
[2026-06-28 23:17:43] PAIR: img1=willa_extra_04.jpg, img2=angela_baixa_frontal.jpg, score=0.6413, label=0, decision=NO_MATCH
[2026-06-28 23:17:52] PAIR: img1=bia_extra_08.jpeg, img2=angela_baixa_frontal.jpg, score=0.7392, label=0, decision=NO_MATCH
[2026-06-28 23:18:00] PAIR: img1=20260602_212431.jpg, img2=junior_baixa_45_30cm.jpeg, score=0.8013, label=0, decision=NO_MATCH
[2026-06-28 23:18:09] PAIR: img1=junior_moderada_45_30cm.jpeg, img2=angela_boa_45_dir.jpg, score=0.8082, label=0, decision=NO_MATCH
[2026-06-28 23:18:14] PAIR: img1=angela_extra_02.jpg, img2=20260602_212709.jpg, score=0.6867, label=0, decision=NO_MATCH
[2026-06-28 23:18:23] PAIR: img1=20260602_212013.jpg, img2=junior_boa_frontal_1m.jpeg, score=0.8116, label=0, decision=NO_MATCH
[2026-06-28 23:18:29] PAIR: img1=alessandra_extra_04.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (2).jpeg, score=0.7198, label=0, decision=NO_MATCH
[2026-06-28 23:18:35] PAIR: img1=angela_baixa_45_esq.jpg, img2=francisca_extra_10.jpg, score=0.6920, label=0, decision=NO_MATCH
[2026-06-28 23:18:40] PAIR: img1=20260602_212704.jpg, img2=20260602_212022.jpg, score=0.6066, label=0, decision=NO_MATCH
[2026-06-28 23:18:49] PAIR: img1=julia_boa_frontal.jpg, img2=bia_boa_45_30cm.jpeg, score=0.7153, label=0, decision=NO_MATCH
[2026-06-28 23:18:57] PAIR: img1=20260602_211913.jpg, img2=junior_extra_07.jpeg, score=0.7726, label=0, decision=NO_MATCH
[2026-06-28 23:19:03] PAIR: img1=francisca_boa_frontal.jpg, img2=20260602_211812.jpg, score=0.8649, label=0, decision=NO_MATCH
[2026-06-28 23:19:09] PAIR: img1=20260602_212013.jpg, img2=angela_extra_04.jpg, score=0.8097, label=0, decision=NO_MATCH
[2026-06-28 23:19:14] PAIR: img1=francisca_extra_06.jpg, img2=20260602_212013.jpg, score=0.8383, label=0, decision=NO_MATCH
[2026-06-28 23:19:23] PAIR: img1=alessandra_extra_05.jpeg, img2=20260602_211823.jpg, score=0.7096, label=0, decision=NO_MATCH
[2026-06-28 23:19:34] PAIR: img1=alessandra_moderada_frontal_30cm.jpeg, img2=junior_boa_frontal_30cm.jpeg, score=0.8042, label=0, decision=NO_MATCH
[2026-06-28 23:19:40] PAIR: img1=angela_extra_05.jpg, img2=francisca_extra_08.jpg, score=0.6782, label=0, decision=NO_MATCH
[2026-06-28 23:19:48] PAIR: img1=junior_baixa_frontal_30cm.jpeg, img2=abraao_extra_10.jpg, score=0.8923, label=0, decision=NO_MATCH
[2026-06-28 23:20:00] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=bia_extra_08.jpeg, score=0.7645, label=0, decision=NO_MATCH
[2026-06-28 23:20:08] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=abraao_extra_06.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:20:14] PAIR: img1=julia_boa_frontal.jpg, img2=20260602_211837.jpg, score=0.7590, label=0, decision=NO_MATCH
[2026-06-28 23:20:26] PAIR: img1=alessandra_boa_frontal_30cm..jpeg, img2=junior_moderada_frontal_30cm.jpeg, score=0.7841, label=0, decision=NO_MATCH
[2026-06-28 23:20:34] PAIR: img1=abraao_boa_frontal.jpg, img2=alessandra_extra_08.jpeg, score=0.6861, label=0, decision=NO_MATCH
[2026-06-28 23:20:40] PAIR: img1=abraao_baixa_45_esq.jpg, img2=20260602_212712.jpg, score=0.5717, label=0, decision=NO_MATCH
[2026-06-28 23:20:43] PAIR: img1=20260602_211917.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (4).jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:20:52] PAIR: img1=alessandra_moderada_45_1m.jpeg, img2=francisca_baixa_45_dir.jpg, score=0.7267, label=0, decision=NO_MATCH
[2026-06-28 23:20:57] PAIR: img1=abraao_baixa_frontal.jpg, img2=francisca_extra_01.jpg, score=0.7671, label=0, decision=NO_MATCH
[2026-06-28 23:21:02] PAIR: img1=20260602_211814.jpg, img2=abraao_extra_01.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:21:06] PAIR: img1=20260602_211826.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.14 (4).jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:21:14] PAIR: img1=20260602_212025.jpg, img2=bia_boa_45_30cm.jpeg, score=0.6789, label=0, decision=NO_MATCH
[2026-06-28 23:21:23] PAIR: img1=willa_extra_07.jpg, img2=junior_extra_06.jpeg, score=0.7195, label=0, decision=NO_MATCH
[2026-06-28 23:21:28] PAIR: img1=abraao_boa_45_dir.jpg, img2=angela_extra_12.jpg, score=0.6958, label=0, decision=NO_MATCH
[2026-06-28 23:21:32] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.15.jpeg, img2=20260602_212035.jpg, score=0.6920, label=0, decision=NO_MATCH
[2026-06-28 23:21:37] PAIR: img1=angela_extra_09.jpg, img2=20260602_211917.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:21:46] PAIR: img1=junior_extra_03.jpeg, img2=20260602_211917.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:21:49] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (5).jpeg, img2=willa_extra_03.jpg, score=0.8138, label=0, decision=NO_MATCH
[2026-06-28 23:21:57] PAIR: img1=willa_moderada_frontal_30cm.jpg, img2=bia_moderada_45_30cm.jpeg, score=0.7532, label=0, decision=NO_MATCH
[2026-06-28 23:22:04] PAIR: img1=bia_moderada_45_30cm.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (2).jpeg, score=0.6871, label=0, decision=NO_MATCH
[2026-06-28 23:22:12] PAIR: img1=francisca_extra_09.jpg, img2=junior_extra_07.jpeg, score=0.7951, label=0, decision=NO_MATCH
[2026-06-28 23:22:18] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (2).jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:22:27] PAIR: img1=francisca_extra_11.jpg, img2=alessandra_boa_45_1m..jpeg, score=0.6867, label=0, decision=NO_MATCH
[2026-06-28 23:22:35] PAIR: img1=francisca_extra_04.jpg, img2=alessandra_boa_frontal_30cm..jpeg, score=0.7340, label=0, decision=NO_MATCH
[2026-06-28 23:22:47] PAIR: img1=bia_baixa_45_1m.jpeg, img2=junior_extra_01.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:22:53] PAIR: img1=20260602_212022.jpg, img2=willa_moderada_frontal_30cm.jpg, score=0.7144, label=0, decision=NO_MATCH
[2026-06-28 23:22:58] PAIR: img1=20260602_212511.jpg, img2=angela_baixa_45_esq.jpg, score=0.7060, label=0, decision=NO_MATCH
[2026-06-28 23:23:07] PAIR: img1=20260602_212629.jpg, img2=junior_boa_45_1m.jpeg, score=0.9579, label=0, decision=NO_MATCH
[2026-06-28 23:23:15] PAIR: img1=francisca_extra_14.jpg, img2=junior_boa_frontal_30cm.jpeg, score=0.9112, label=0, decision=NO_MATCH
[2026-06-28 23:23:24] PAIR: img1=bia_extra_02.jpeg, img2=francisca_baixa_45_esq.jpg, score=0.7364, label=0, decision=NO_MATCH
[2026-06-28 23:23:27] PAIR: img1=willa_moderada_frontal_30cm.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.14 (4).jpeg, score=0.8086, label=0, decision=NO_MATCH
[2026-06-28 23:23:36] PAIR: img1=abraao_extra_09.jpg, img2=junior_boa_45_30cm.jpeg, score=0.8487, label=0, decision=NO_MATCH
[2026-06-28 23:23:41] PAIR: img1=20260602_212704.jpg, img2=abraao_baixa_45_esq.jpg, score=0.5841, label=0, decision=NO_MATCH
[2026-06-28 23:23:44] PAIR: img1=20260602_212507.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (3).jpeg, score=0.8365, label=0, decision=NO_MATCH
[2026-06-28 23:23:56] PAIR: img1=alessandra_extra_04.jpeg, img2=junior_extra_06.jpeg, score=0.8677, label=0, decision=NO_MATCH
[2026-06-28 23:23:59] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (6).jpeg, img2=abraao_extra_01.jpg, score=0.5934, label=0, decision=NO_MATCH
[2026-06-28 23:24:07] PAIR: img1=willa_extra_05.jpg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:24:13] PAIR: img1=francisca_baixa_45_dir.jpg, img2=20260602_211913.jpg, score=0.8226, label=0, decision=NO_MATCH
[2026-06-28 23:24:18] PAIR: img1=20260602_211913.jpg, img2=angela_extra_11.jpg, score=0.7549, label=0, decision=NO_MATCH
[2026-06-28 23:24:27] PAIR: img1=bia_baixa_45_30cm.jpeg, img2=angela_extra_07.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:24:33] PAIR: img1=20260602_212625.jpg, img2=20260602_211836.jpg, score=0.7915, label=0, decision=NO_MATCH
[2026-06-28 23:24:36] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (4).jpeg, img2=francisca_extra_07.jpg, score=0.7501, label=0, decision=NO_MATCH
[2026-06-28 23:24:41] PAIR: img1=angela_extra_05.jpg, img2=20260602_212507.jpg, score=0.6829, label=0, decision=NO_MATCH
[2026-06-28 23:24:50] PAIR: img1=julia_boa_45_esq.jpg, img2=alessandra_extra_05.jpeg, score=0.7333, label=0, decision=NO_MATCH
[2026-06-28 23:24:53] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (3).jpeg, img2=angela_boa_45_esq.jpg, score=0.8631, label=0, decision=NO_MATCH
[2026-06-28 23:24:58] PAIR: img1=20260602_212633.jpg, img2=20260602_212016.jpg, score=0.6981, label=0, decision=NO_MATCH
[2026-06-28 23:25:05] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.18 (1).jpeg, img2=bia_moderada_frontal_30cm.jpeg, score=0.6369, label=0, decision=NO_MATCH
[2026-06-28 23:25:14] PAIR: img1=20260602_211836.jpg, img2=bia_baixa_frontal_1m.jpeg, score=0.6750, label=0, decision=NO_MATCH
[2026-06-28 23:25:17] PAIR: img1=francisca_extra_05.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.18.jpeg, score=0.7306, label=0, decision=NO_MATCH
[2026-06-28 23:25:23] PAIR: img1=20260602_212511.jpg, img2=abraao_extra_07.jpg, score=0.6928, label=0, decision=NO_MATCH
[2026-06-28 23:25:29] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.16 (1).jpeg, img2=junior_boa_frontal_1m.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:25:39] PAIR: img1=junior_moderada_frontal_30cm.jpeg, img2=20260602_212418.jpg, score=0.7483, label=0, decision=NO_MATCH
[2026-06-28 23:25:45] PAIR: img1=francisca_extra_06.jpg, img2=angela_extra_09.jpg, score=0.7068, label=0, decision=NO_MATCH
[2026-06-28 23:25:50] PAIR: img1=willa_extra_07.jpg, img2=angela_baixa_45_esq.jpg, score=0.6435, label=0, decision=NO_MATCH
[2026-06-28 23:25:59] PAIR: img1=bia_extra_04.jpeg, img2=20260602_212513.jpg, score=0.7863, label=0, decision=NO_MATCH
[2026-06-28 23:26:05] PAIR: img1=abraao_baixa_45_esq.jpg, img2=willa_baixa_frontal_30cm.jpg, score=0.6018, label=0, decision=NO_MATCH
[2026-06-28 23:26:10] PAIR: img1=willa_extra_02.jpg, img2=20260602_192040.jpg, score=0.6507, label=0, decision=NO_MATCH
[2026-06-28 23:26:16] PAIR: img1=junior_extra_02.jpeg, img2=abraao_extra_08.jpg, score=0.8420, label=0, decision=NO_MATCH
[2026-06-28 23:26:24] PAIR: img1=20260602_212709.jpg, img2=alessandra_boa_frontal_1m..jpeg, score=0.7181, label=0, decision=NO_MATCH
[2026-06-28 23:26:33] PAIR: img1=20260602_211826.jpg, img2=bia_moderada_45_30cm.jpeg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:26:39] PAIR: img1=20260602_212022.jpg, img2=francisca_extra_10.jpg, score=0.8129, label=0, decision=NO_MATCH
[2026-06-28 23:26:44] PAIR: img1=20260602_212418.jpg, img2=angela_extra_07.jpg, score=0.7121, label=0, decision=NO_MATCH
[2026-06-28 23:26:50] PAIR: img1=20260602_212431.jpg, img2=20260602_211837.jpg, score=0.7505, label=0, decision=NO_MATCH
[2026-06-28 23:26:59] PAIR: img1=angela_extra_04.jpg, img2=alessandra_boa_frontal_1m..jpeg, score=0.6911, label=0, decision=NO_MATCH
[2026-06-28 23:27:07] PAIR: img1=alessandra_extra_05.jpeg, img2=abraao_extra_02.jpg, score=0.6478, label=0, decision=NO_MATCH
[2026-06-28 23:27:16] PAIR: img1=junior_baixa_45_1m.jpeg, img2=abraao_extra_03.jpg, score=0.9500, label=0, decision=NO_MATCH
[2026-06-28 23:27:22] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.16 (2).jpeg, img2=bia_moderada_45_1m.jpeg, score=0.6853, label=0, decision=NO_MATCH
[2026-06-28 23:27:31] PAIR: img1=abraao_extra_09.jpg, img2=junior_moderada_frontal_30cm.jpeg, score=0.8320, label=0, decision=NO_MATCH
[2026-06-28 23:27:37] PAIR: img1=20260602_211823.jpg, img2=abraao_boa_frontal.jpg, score=0.7554, label=0, decision=NO_MATCH
[2026-06-28 23:27:42] PAIR: img1=20260602_212022.jpg, img2=20260602_212618.jpg, score=0.6841, label=0, decision=NO_MATCH
[2026-06-28 23:27:54] PAIR: img1=alessandra_moderada_45_1m.jpeg, img2=bia_extra_02.jpeg, score=0.6725, label=0, decision=NO_MATCH
[2026-06-28 23:28:02] PAIR: img1=junior_extra_05.jpeg, img2=20260602_212631.jpg, score=0.9007, label=0, decision=NO_MATCH
[2026-06-28 23:28:14] PAIR: img1=alessandra_extra_04.jpeg, img2=junior_extra_04.jpeg, score=0.8155, label=0, decision=NO_MATCH
[2026-06-28 23:28:22] PAIR: img1=francisca_extra_11.jpg, img2=bia_extra_01.jpeg, score=0.7790, label=0, decision=NO_MATCH
[2026-06-28 23:28:31] PAIR: img1=alessandra_extra_05.jpeg, img2=Francisca_boa_45_dir.jpg, score=0.7065, label=0, decision=NO_MATCH
[2026-06-28 23:28:37] PAIR: img1=20260602_211836.jpg, img2=francisca_boa_45_esq.jpg, score=0.7880, label=0, decision=NO_MATCH
[2026-06-28 23:28:43] PAIR: img1=junior_boa_45_1m.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.13.jpeg, score=0.8584, label=0, decision=NO_MATCH
[2026-06-28 23:28:46] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.18.jpeg, img2=20260602_212030.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:28:52] PAIR: img1=bia_boa_frontal_30cm..jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.18 (2).jpeg, score=0.6625, label=0, decision=NO_MATCH
[2026-06-28 23:28:55] PAIR: img1=angela_extra_04.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.18 (3).jpeg, score=0.8374, label=0, decision=NO_MATCH
[2026-06-28 23:29:04] PAIR: img1=junior_moderada_45_30cm.jpeg, img2=20260602_212629.jpg, score=0.9573, label=0, decision=NO_MATCH
[2026-06-28 23:29:12] PAIR: img1=bia_moderada_frontal_1m.jpeg, img2=angela_extra_12.jpg, score=0.7150, label=0, decision=NO_MATCH
[2026-06-28 23:29:21] PAIR: img1=bia_extra_02.jpeg, img2=angela_extra_11.jpg, score=0.7384, label=0, decision=NO_MATCH
[2026-06-28 23:29:24] PAIR: img1=angela_boa_45_esq.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.18 (4).jpeg, score=0.8187, label=0, decision=NO_MATCH
[2026-06-28 23:29:30] PAIR: img1=willa_extra_03.jpg, img2=angela_baixa_frontal.jpg, score=0.6484, label=0, decision=NO_MATCH
[2026-06-28 23:29:35] PAIR: img1=20260602_211814.jpg, img2=20260602_212521.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:29:44] PAIR: img1=junior_baixa_45_1m.jpeg, img2=angela_extra_05.jpg, score=0.8131, label=0, decision=NO_MATCH
[2026-06-28 23:29:47] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.15 (2).jpeg, img2=willa_extra_07.jpg, score=0.7503, label=0, decision=NO_MATCH
[2026-06-28 23:29:53] PAIR: img1=francisca_extra_01.jpg, img2=angela_boa_45_dir.jpg, score=0.7638, label=0, decision=NO_MATCH
[2026-06-28 23:29:58] PAIR: img1=20260602_192040.jpg, img2=willa_boa_45_30cm.jpg, score=0.6506, label=0, decision=NO_MATCH
[2026-06-28 23:30:07] PAIR: img1=willa_baixa_frontal_30cm.jpg, img2=bia_boa_frontal_30cm..jpeg, score=0.7129, label=0, decision=NO_MATCH
[2026-06-28 23:30:19] PAIR: img1=alessandra_baixa_frontal_1m.jpeg, img2=junior_extra_08.jpeg, score=0.8609, label=0, decision=NO_MATCH
[2026-06-28 23:30:24] PAIR: img1=angela_extra_10.jpg, img2=20260602_212032.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:30:33] PAIR: img1=junior_extra_05.jpeg, img2=angela_extra_10.jpg, score=0.7549, label=0, decision=NO_MATCH
[2026-06-28 23:30:38] PAIR: img1=20260602_212631.jpg, img2=angela_extra_01.jpg, score=0.6878, label=0, decision=NO_MATCH
[2026-06-28 23:30:50] PAIR: img1=bia_extra_06.jpeg, img2=alessandra_baixa_45_1m.jpeg, score=0.6696, label=0, decision=NO_MATCH
[2026-06-28 23:30:53] PAIR: img1=francisca_extra_02.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (2).jpeg, score=0.7498, label=0, decision=NO_MATCH
[2026-06-28 23:31:02] PAIR: img1=bia_baixa_frontal_1m.jpeg, img2=20260602_212521.jpg, score=0.7496, label=0, decision=NO_MATCH
[2026-06-28 23:31:07] PAIR: img1=20260602_212709.jpg, img2=willa_extra_07.jpg, score=0.6641, label=0, decision=NO_MATCH
[2026-06-28 23:31:13] PAIR: img1=bia_extra_05.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.19 (3).jpeg, score=0.6445, label=0, decision=NO_MATCH
[2026-06-28 23:31:20] PAIR: img1=alessandra_extra_03.jpeg, img2=WhatsApp Image 2026-06-04 at 22.53.16 (2).jpeg, score=0.7383, label=0, decision=NO_MATCH
[2026-06-28 23:31:25] PAIR: img1=willa_extra_09.jpg, img2=20260602_212032.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:31:34] PAIR: img1=alessandra_baixa_frontal_30cm.jpeg, img2=20260602_212013.jpg, score=0.7298, label=0, decision=NO_MATCH
[2026-06-28 23:31:42] PAIR: img1=20260602_212635.jpg, img2=alessandra_moderada_45_1m.jpeg, score=0.7913, label=0, decision=NO_MATCH
[2026-06-28 23:31:45] PAIR: img1=20260602_211809.jpg, img2=WhatsApp Image 2026-06-04 at 22.53.18 (1).jpeg, score=0.7205, label=0, decision=NO_MATCH
[2026-06-28 23:31:48] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (3).jpeg, img2=20260602_212032.jpg, score=nan, label=0, decision=SKIPPED
[2026-06-28 23:32:00] PAIR: img1=alessandra_extra_02.jpeg, img2=bia_extra_07.jpeg, score=0.7171, label=0, decision=NO_MATCH
[2026-06-28 23:32:03] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.19 (3).jpeg, img2=francisca_extra_04.jpg, score=0.6720, label=0, decision=NO_MATCH
[2026-06-28 23:32:09] PAIR: img1=20260602_212726.jpg, img2=angela_extra_04.jpg, score=0.6870, label=0, decision=NO_MATCH
[2026-06-28 23:32:14] PAIR: img1=20260602_212625.jpg, img2=willa_extra_09.jpg, score=0.6792, label=0, decision=NO_MATCH
[2026-06-28 23:32:20] PAIR: img1=abraao_boa_45_.jpg, img2=angela_extra_07.jpg, score=0.7559, label=0, decision=NO_MATCH
[2026-06-28 23:32:26] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.16.jpeg, img2=junior_baixa_45_1m.jpeg, score=0.8660, label=0, decision=NO_MATCH
[2026-06-28 23:32:31] PAIR: img1=angela_extra_13.jpg, img2=20260602_212633.jpg, score=0.6959, label=0, decision=NO_MATCH
[2026-06-28 23:32:37] PAIR: img1=20260602_212654.jpg, img2=abraao_extra_04.jpg, score=0.6232, label=0, decision=NO_MATCH
[2026-06-28 23:32:42] PAIR: img1=angela_baixa_frontal.jpg, img2=abraao_baixo_45_esq.jpg, score=0.6698, label=0, decision=NO_MATCH
[2026-06-28 23:32:51] PAIR: img1=20260602_212625.jpg, img2=junior_moderada_45_1m.jpeg, score=0.9401, label=0, decision=NO_MATCH
[2026-06-28 23:32:54] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.18 (3).jpeg, img2=20260602_211823.jpg, score=0.7518, label=0, decision=NO_MATCH
[2026-06-28 23:32:57] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.16 (2).jpeg, img2=20260602_211809.jpg, score=0.6896, label=0, decision=NO_MATCH
[2026-06-28 23:33:05] PAIR: img1=angela_extra_13.jpg, img2=junior_boa_45_1m.jpeg, score=0.8271, label=0, decision=NO_MATCH
[2026-06-28 23:33:11] PAIR: img1=angela_boa_frontal.jpg, img2=20260602_212431.jpg, score=0.6606, label=0, decision=NO_MATCH
[2026-06-28 23:33:14] PAIR: img1=WhatsApp Image 2026-06-04 at 22.53.15 (2).jpeg, img2=francisca_extra_09.jpg, score=0.8116, label=0, decision=NO_MATCH
[2026-06-28 23:33:20] PAIR: img1=francisca_baixa_frontal.jpg, img2=angela_boa_45_esq.jpg, score=0.8077, label=0, decision=NO_MATCH
[2026-06-28 23:33:31] PAIR: img1=bia_moderada_frontal_30cm.jpeg, img2=alessandra_extra_01.jpeg, score=0.7021, label=0, decision=NO_MATCH
[2026-06-28 23:33:40] PAIR: img1=alessandra_extra_08.jpeg, img2=20260602_212740.jpg, score=0.7414, label=0, decision=NO_MATCH
[2026-06-28 23:33:48] PAIR: img1=20260602_212030.jpg, img2=alessandra_extra_08.jpeg, score=nan, label=0, decision=SKIPPED
